Website Primary SKU,Website Variation SKU,Till SKU (8 digit),Name,Long Description,Colour/Style,Colour - for filtering,Dimensions  H x W x D (mm),Additional Search Keywords,Cost Price,Selling Price,Stock,VAT,Matches,Inactive,Weight,Category,Attributes,Sub Category,Category 2,Sub Category 2,Manufacturer,Gift Finder,,
10023,105,10023105,Vintage 1 Pint Jug,Slip cast earthenware jug made and decorated in the traditional manner in Stoke on Trent. Capacity 1 pint/0.472 litres.,Blue Cats,Blue,140 x 120,"Pots, Pottery, Ceramics, Chintz, Flowers, Cast, Milk, Water, Juice, ",6.94,16.95,,S,,,475,Kitchen,,Preparation,,,Heron Cross Pottery,Unisex,,
10024,100,10024100,Small Teapot,A lovely small tea pot which holds 2 cups. Our most popular size earthenware tea pot.,Buttons,Multi,120 x 200 x 115,"Tea, Pots, Pottery, Ceramics,Chintz, Flowers, Cast",9.71,23.5,,S,,,442,Kitchen,,Teapots & More,,,Heron Cross Pottery,Unisex,,
10024,101,10024101,Small Teapot,A lovely small tea pot which holds 2 cups. Our most popular size earthenware tea pot.,Dragonfly,Multi,120 x 200 x 115,"Tea, Pots, Pottery, Ceramics,Chintz, Flowers, Cast",9.71,23.5,,S,,,450,Kitchen,,Teapots & More,,,Heron Cross Pottery,Unisex,,
10024,102,10024102,Small Teapot,A lovely small tea pot which holds 2 cups. Our most popular size earthenware tea pot.,British Bird Blue,Blue,120 x 200 x 115,"Tea, Pots, Pottery, Ceramics,Chintz, Flowers, Cast",9.71,23.5,,S,,,460,Kitchen,,Teapots & More,,,Heron Cross Pottery,Unisex,,
10024,103,10024103,Small Teapot,A lovely small tea pot which holds 2 cups. Our most popular size earthenware tea pot.,Blue Victorian,Blue,120 x 200 x 115,"Tea, Pots, Pottery, Ceramics,Chintz, Flowers, Cast",9.71,23.5,,S,,,440,Kitchen,,Teapots & More,,,Heron Cross Pottery,Unisex,,
10024,104,10024104,Small Teapot,A lovely small tea pot which holds 2 cups. Our most popular size earthenware tea pot.,Summertime Pink,Pink,120 x 200 x 115,"Tea, Pots, Pottery, Ceramics,Chintz, Flowers, Cast",9.71,23.5,,S,,,430,Kitchen,,Teapots & More,,,Heron Cross Pottery,Unisex,,
10025,100,10025100,Butterdish,"A lovely 2 piece earthenware butterdish, just the right size for a standard pack of butter.",Buttons,Multi,110 x 160 x 110,"Butter, Cheese, Flowers , Breakfast, Bread, Muffin, Crumpet, Toast, Cast",11.1,26.75,,S,,,580,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10025,101,10025101,Butterdish,"A lovely 2 piece earthenware butterdish, just the right size for a standard pack of butter.",Dragonfly,Multi,110 x 160 x 110,"Butter, Cheese, Flowers , Breakfast, Bread, Muffin, Crumpet, Toast, Cast",11.1,26.75,,S,,,595,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10025,102,10025102,Butterdish,"A lovely 2 piece earthenware butterdish, just the right size for a standard pack of butter.",British Bird Blue,Blue,110 x 160 x 110,"Butter, Cheese, Flowers , Breakfast, Bread, Muffin, Crumpet, Toast, Cast",11.1,26.75,,S,,,547,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10025,103,10025103,Butterdish,"A lovely 2 piece earthenware butterdish, just the right size for a standard pack of butter.",Blue Victorian,Blue,110 x 160 x 110,"Butter, Cheese, Flowers , Breakfast, Bread, Muffin, Crumpet, Toast, Cast",11.1,26.75,,S,,,600,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10025,104,10025104,Butterdish,"A lovely 2 piece earthenware butterdish, just the right size for a standard pack of butter.",Summertime Pink,Pink,110 x 160 x 110,"Butter, Cheese, Flowers , Breakfast, Bread, Muffin, Crumpet, Toast, Cast",11.1,26.75,,S,,,594,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10026,100,10026100,Harvest Jug & Bowl,A Spectacular 2 piece earthenware set. Would look good in almost any setting. Can be used together or separately.,Buttons,Multi,"Jug 170 x155, Bowl 79 x 256","Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",22.5,54,,S,,,1635,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10026,101,10026101,Harvest Jug & Bowl,A Spectacular 2 piece earthenware set. Would look good in almost any setting. Can be used together or separately.,Blue Victorian,Blue,"Jug 170 x155, Bowl 79 x 256","Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",22.5,54,,S,,,1630,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10026,102,10026102,Harvest Jug & Bowl,A Spectacular 2 piece earthenware set. Would look good in almost any setting. Can be used together or separately.,Dragonfly,Multi,"Jug 170 x155, Bowl 79 x 256","Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",22.5,54,,S,,,1654,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10027,100,10027100,Vintage 4 Pint Jug,"Large earthenware jug which could be used - as a flower vase,drinks pitcher, or just as a handsome decorative piece. ",Buttons,Multi,220 x 155,"Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",11.66,28,,S,,,1274,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10027,101,10027101,Vintage 4 Pint Jug,"Large earthenware jug which could be used - as a flower vase,drinks pitcher, or just as a handsome decorative piece. ",Blue Victorian,Blue,220 x 155,"Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",11.66,28,,S,,,1372,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10027,102,10027102,Vintage 4 Pint Jug,"Large earthenware jug which could be used - as a flower vase,drinks pitcher, or just as a handsome decorative piece. ",Dragonfly,Multi,220 x 155,"Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",11.66,28,,S,,,1351,Kitchen,,Storage,,,Heron Cross Pottery,Unisex,,
10028,100,10028100,Square Trinket Dish,Slip cast earthenware decorative dish with handles made and decorated in the traditional manner in Stoke on Trent. ,Buttons,Multi,35 x 165 x 128,"Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",4.16,9.99,,S,,,208,Home,,Decorative,,,Heron Cross Pottery,For Her,,
10028,101,10028101,Square Trinket Dish,Slip cast earthenware decorative dish with handles made and decorated in the traditional manner in Stoke on Trent. ,Dragonfly,Multi,35 x 165 x 128,"Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",4.16,9.99,,S,,,208,Home,,Decorative,,,Heron Cross Pottery,For Her,,
10028,102,10028102,Square Trinket Dish,Slip cast earthenware decorative dish with handles made and decorated in the traditional manner in Stoke on Trent. ,British Bird Blue,Blue,35 x 165 x 128,"Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",4.16,9.99,,S,,,250,Home,,Decorative,,,Heron Cross Pottery,For Her,,
10028,103,10028103,Square Trinket Dish,Slip cast earthenware decorative dish with handles made and decorated in the traditional manner in Stoke on Trent. ,Blue Victorian,Blue,35 x 165 x 128,"Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",4.16,9.99,,S,,,250,Home,,Decorative,,,Heron Cross Pottery,For Her,,
10028,104,10028104,Square Trinket Dish,Slip cast earthenware decorative dish with handles made and decorated in the traditional manner in Stoke on Trent. ,Summertime Pink,Pink,35 x 165 x 128,"Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",4.16,9.99,,S,,,250,Home,,Decorative,,,Heron Cross Pottery,For Her,,
10028,105,10028105,Square Trinket Dish,Slip cast earthenware decorative dish with handles made and decorated in the traditional manner in Stoke on Trent. ,Woodstock,Multi,35 x 165 x 128,"Kitchen, Bathroom, Bedroom, Decorative, Water, Toilet, Cleansing, Pitcher",4.16,9.99,,S,,,250,Home,,Decorative,,,Heron Cross Pottery,For Her,,
10029,100,10029100,Candlemaking Craft Kit,"We believe this to be the finest candlemaking kit available - an excellent selection of both traditional and floating candles can be made, and fragrance is included for perfumed candles",,,220 x 275 x 70 ,"Candle, Hobby, Craft, Entertainment, Scent",7.62,18.3,,S,,,846,Home,,Craft,,,House of Crafts,Unisex,,
10030,100,10030100,Bath Bombe Kit,This superb kit contains all the materials to begin this new exciting craft. A delightful selection of fragranced effervescent bath bombes can be made to make bath time a real treat.,,,240 x 285 x 50,"Bath, Perfume, Fizz, Soap, Cleanser, Creative, Hobby",6.37,15.3,,S,,,942,Home,,Craft,,,House of Crafts,Unisex,,
10031,100,10031100,Russian Doll Painting Kit,Capturing the quintessential essence of Russian folklore this enchanting kit contains a set of five nesting Matryoshka doll blanks. With pre-printed guidelines the dolls can be painted and varnished in a traditional style.,,,185 x 205 x 70,"Doll, Creative, Hobby, Decoration, Toy",7.92,19,,S,,,327,Home,,Craft,,,House of Crafts,Unisex,,
10032,100,10032100,Creative Marbling Kit,A colourful extravaganza of results can easily be achieved using traditional marbling techniques. This kit contains all the materials to create a magnificent selection of paper and card craft decorations.,,,240 x 285 x 50,"Decoration, Hobby, Art, Creative, Shiny",7.16,17.2,,S,,,556,Home,,Craft,,,House of Crafts,Unisex,,
10033,100,10033100,Creative Candle Making Kit,"This comprehensive kit contains everything needed to make a fine selection of up to 20 colourful fragranced candles. Rigid moulds are included to create traditional tapered, pillared and spherical candles. Self adhesive peel-offs are included to add a further touch of class to the candles.",,,240 x 285 x 90,"Candle, Hobby, Craft, Entertainment, Scent",11.86,28.5,,S,,,1410,Home,,Craft,,,House of Crafts,Unisex,,
10034,100,10034100,Mosaic Craft Kit,For thousands of years craftsmen have used mosaics for all manner of designs. This superb kit introduces crystaline mosaics - transparent coloured tiles for a magnificent stained glass effect. A glass votive and trinket box are included to decorate.,,,185 x 205 x 70,"Hobby, Craft, Art, Colourful, Inventive",6.83,16.4,,S,,,410,Home,,Craft,,,House of Crafts,Unisex,,
10035,100,10035100,Mosaic Tray Craft  Kit,With the ever increasing interest in home crafts our moasic tray kit is sure to be a winner. All the materials are included to build a stunning wooden tray ( 250 x 230 mm ),,,243 x 285 x 70,"Hobby, Craft, Art, Colourful, Inventive",10.19,24.5,,S,,,825,Home,,Craft,,,House of Crafts,Unisex,,
10036,100,10036100,Organic Soap Making Kit,"Making your own organic soaps is tremendously rewarding. All manner of natural ingredients can be added to give texture, colour and fragrance. All the materials are included to make a delightful selection of handcrafted organic soaps. ",,,243 x 285 x 70,"Perfume, Fragrance, Hobby, Art, Past time,",10,24,,S,,,1163,Home,,Craft,,,House of Crafts,Unisex,,
10037,100,10037100,Stained Glass Craft Kit,"This innovative kit contains all the materials to begin this fascinating craft. Create a stained glass effect using self adhesive lead strip and glass paints. A glass votive, clear trinket box and suncatcher are included to make a delightful selection of finished work.",,,220 x 270 x 67,"Windows, hobby, past time",6.2,14.9,,S,,,490,Home,,Craft,,,House of Crafts,Unisex,,
10038,100,10038100,Foil Embossing Craft Kit,This excellent kit offers an introduction to the craft of foil embossing. A superb selection of finished work can be created including picture frames and greeting cards.,,,238 x 283 x 51,"Decoration, Hobby, Art, Creative, Shiny",6.2,14.9,,S,,,380,Home,,Craft,,,House of Crafts,Unisex,,
10039,100,10039100,Card Making - Butterflies,Card making is undoubtedly the fastest growing pastime with endless new followers. This comprehensive kit contains all the materials to create a unique selection of 6 superb cards with envelopes. Butterfly themed.,,,44 x 95 x 33,"Children, Birthday, Greeting, Writing",3,7.2,,S,,,235,Home,,Craft,,,House of Crafts,Unisex,,
10040,100,10040100,Mouse Brooch Kit in Tin,"Dinky DIY sewing kit to make two mouse brooches, comes packaged in a cute little tin and uses superior quality, 100% wool felt. They are perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 28,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",2.55,6.15,,S,,,50,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10041,100,10041100,Butterfly Brooch Kit in Tin,"Dinky DIY sewing kit to make two butterfly brooches, comes packaged in a cute little tin and uses superior quality, 100% wool felt. They are perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 28,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",2.55,6.15,,S,,,50,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10042,100,10042100,Elephant Brooch Kit in Tin,"Dinky DIY sewing kit to make two elephant brooches, comes packaged in a cute little tin and uses superior quality, 100% wool felt. They are perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 28,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",2.55,6.15,,S,,,50,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10043,100,10043100,Owl Brooch Kit in Tin,"Dinky DIY sewing kit to make two owl brooches, comes packaged in a cute little tin and uses superior quality, 100% wool felt. They are perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 28,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",2.55,6.15,,S,,,50,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10044,100,10044100,Sheep Brooch Kit in Tin,"Dinky DIY sewing kit to make two owl brooches, comes packaged in a cute little tin and uses superior quality, 100% wool felt. They are perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 28,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",2.55,6.15,,S,,,50,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10045,100,10045100,Apple Brooch/Keyring Kit,"Cute little sewing kit to make an apple brooch or keyring. This is perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. The apple is very basic so children could easily make this up as a gift for their teacher. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 80,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",1.65,3.95,,S,,,20,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10046,100,10046100,Bunny Brooch Kit,"Cute little sewing kit to make a bunny brooch. This is perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. The apple is very basic so children could easily make this up as a gift for their teacher. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 80,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",1.65,3.95,,S,,,16,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10047,100,10047100,Mini Bunting Kit,"Cute little sewing kit to make your own mini bunting. This is perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. The apple is very basic so children could easily make this up as a gift for their teacher. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 80,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",1.65,3.95,,S,,,18,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10048,100,10048100,Caravan Keyring Kit,"Cute little sewing kit to make a caravan keyring. This is perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. The apple is very basic so children could easily make this up as a gift for their teacher. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 80,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",1.65,3.95,,S,,,20,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10049,100,10049100,Flower Brooch Kit,"Cute little sewing kit to make a flower brooch. This is perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. The apple is very basic so children could easily make this up as a gift for their teacher. lease note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 80,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",1.65,3.95,,S,,,20,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10050,100,10050100,Flower Bag Charm Kit,"Cute little sewing kit to make a flower bag charm. This is perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. The apple is very basic so children could easily make this up as a gift for their teacher. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 80,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",1.65,3.95,,S,,,20,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
10051,100,10051100,Red Hair Bobble Kit,"Cute little sewing kit to make a red hair bobble. This is perfect for children who are just learning to sew, however some children will need adult supervision and a little bit of help. They also make great gifts for crafty adults who enjoy making and creating in their spare time. The apple is very basic so children could easily make this up as a gift for their teacher. Please note this is not a toy and should be kept out of reach of young children as it contains choking hazards and a sharp needle.",,,80 x 80,"Hobby, Craft, Art, Colourful, Inventive, Kids, Sewing, Badge",1.65,3.95,,S,,,20,Home,,Craft,Baby/Child/Toys,Craft,Fibrespace,Unisex/Children,,
